Gene stable ID,Gene name,Gene type,Database of genes from NCBI RefSeq genomes ID
LOC6900773,,protein_coding,6900773
LOC4802339,,protein_coding,4802339
LOC117185187,,lncRNA,117185187
LOC6899444,,pseudogene,6899444
LOC6898968,,protein_coding,6898968
LOC4817257,,protein_coding,4817257
LOC4801285,,protein_coding,4801285
LOC4813481,,protein_coding,4813481
LOC117183360,,protein_coding,117183360
LOC4800637,,protein_coding,4800637
LOC4817380,,protein_coding,4817380
LOC4816666,,protein_coding,4816666
LOC6902899,,protein_coding,6902899
LOC6898366,,protein_coding,6898366
LOC117183810,Trnaf-gaa-4,tRNA,117183810
LOC4803698,,protein_coding,4803698
LOC4817215,,protein_coding,4817215
LOC6898527,,snoRNA,6898527
LOC4811895,,protein_coding,4811895
LOC4802977,,protein_coding,4802977
LOC4803841,,protein_coding,4803841
LOC4800262,,protein_coding,4800262
LOC6902007,,lncRNA,6902007
LOC4813844,,protein_coding,4813844
LOC4816769,,protein_coding,4816769
LOC4801353,,protein_coding,4801353
LOC6896763,,protein_coding,6896763
LOC6896719,,snoRNA,6896719
LOC4815677,,protein_coding,4815677
LOC26534456,,protein_coding,26534456
LOC6903238,,protein_coding,6903238
LOC4803240,,protein_coding,4803240
LOC4804713,,protein_coding,4804713
LOC26532405,,lncRNA,26532405
LOC26532000,,lncRNA,26532000
LOC4818173,,protein_coding,4818173
LOC4816331,,protein_coding,4816331
LOC117184661,,protein_coding,117184661
LOC6899448,,protein_coding,6899448
LOC6901044,,protein_coding,6901044
LOC6902543,,protein_coding,6902543
LOC6898989,,protein_coding,6898989
LOC117183923,,lncRNA,117183923
LOC6901274,,protein_coding,6901274
LOC4816996,,protein_coding,4816996
LOC4813264,,protein_coding,4813264
LOC4813665,,protein_coding,4813665
LOC117184725,,lncRNA,117184725
LOC4804712,,protein_coding,4804712
LOC4800994,,protein_coding,4800994
LOC6900570,,protein_coding,6900570
LOC4812141,,protein_coding,4812141
LOC6903093,,protein_coding,6903093
LOC117183566,,lncRNA,117183566
LOC117184802,,protein_coding,117184802
LOC4812245,,protein_coding,4812245
LOC4817918,,protein_coding,4817918
LOC4815785,,protein_coding,4815785
LOC6903018,,protein_coding,6903018
LOC6902908,,protein_coding,6902908
LOC4801786,,protein_coding,4801786
LOC26533860,,protein_coding,26533860
LOC117183394,,lncRNA,117183394
LOC4803146,,protein_coding,4803146
LOC4814624,,protein_coding,4814624
LOC6903386,,protein_coding,6903386
LOC6898920,,protein_coding,6898920
LOC117184067,,lncRNA,117184067
LOC4803964,,protein_coding,4803964
LOC117184664,,lncRNA,117184664
LOC4815862,,protein_coding,4815862
LOC4815456,,protein_coding,4815456
LOC4804932,,protein_coding,4804932
LOC4812180,,protein_coding,4812180
LOC4800443,,protein_coding,4800443
LOC4813980,,protein_coding,4813980
LOC4816420,,protein_coding,4816420
LOC6898777,,protein_coding,6898777
LOC117184916,,lncRNA,117184916
LOC4814502,,protein_coding,4814502
LOC4803488,,protein_coding,4803488
LOC4802255,,protein_coding,4802255
LOC4812218,,protein_coding,4812218
LOC4814055,,protein_coding,4814055
LOC6902475,,lncRNA,6902475
LOC117185125,,pseudogene,117185125
LOC6898442,,protein_coding,6898442
LOC4802096,,protein_coding,4802096
LOC4816902,,protein_coding,4816902
LOC26534062,,lncRNA,26534062
LOC4813636,,protein_coding,4813636
LOC4817845,,protein_coding,4817845
LOC4816905,,protein_coding,4816905
LOC6898693,,protein_coding,6898693
LOC117183769,,lncRNA,117183769
LOC4812673,,protein_coding,4812673
LOC6902978,,protein_coding,6902978
LOC4816538,,protein_coding,4816538
LOC6898957,,protein_coding,6898957
LOC4803023,,protein_coding,4803023
LOC26533977,,lncRNA,26533977
LOC117183653,,protein_coding,117183653
LOC4815723,,protein_coding,4815723
LOC4802611,,protein_coding,4802611
LOC4811846,,protein_coding,4811846
LOC4802080,,protein_coding,4802080
LOC4816092,,protein_coding,4816092
LOC4814087,,protein_coding,4814087
LOC117183877,Trnak-cuu-8,tRNA,117183877
LOC4801673,,protein_coding,4801673
LOC4805569,,protein_coding,4805569
LOC4813846,,protein_coding,4813846
LOC4804911,,protein_coding,4804911
LOC4801870,,protein_coding,4801870
LOC4816925,,protein_coding,4816925
LOC117184262,,pseudogene,117184262
LOC4816388,,protein_coding,4816388
LOC4802648,,protein_coding,4802648
LOC4812145,,protein_coding,4812145
LOC6897077,,protein_coding,6897077
LOC4812563,,protein_coding,4812563
LOC6897582,,protein_coding,6897582
LOC4815197,,protein_coding,4815197
LOC4804181,,protein_coding,4804181
LOC4817050,,protein_coding,4817050
LOC6897635,,protein_coding,6897635
LOC6899551,,protein_coding,6899551
LOC4813190,,protein_coding,4813190
LOC6901455,,protein_coding,6901455
LOC6902830,,protein_coding,6902830
LOC4812775,,protein_coding,4812775
LOC117183318,,protein_coding,117183318
LOC117185375,Trnac-gca-3,tRNA,117185375
LOC4815648,,protein_coding,4815648
LOC13036443,,protein_coding,13036443
LOC4814337,,protein_coding,4814337
LOC6900821,,protein_coding,6900821
LOC4817384,,protein_coding,4817384
LOC4812280,,protein_coding,4812280
LOC4802043,,protein_coding,4802043
LOC4817148,,protein_coding,4817148
LOC4802310,,protein_coding,4802310
LOC6897908,,protein_coding,6897908
LOC4801659,,protein_coding,4801659
LOC4816229,,protein_coding,4816229
LOC6897957,,protein_coding,6897957
LOC4816273,,protein_coding,4816273
LOC117183165,,protein_coding,117183165
LOC117183545,,lncRNA,117183545
LOC117183473,Trnat-agu-5,tRNA,117183473
LOC117184432,,lncRNA,117184432
LOC4802175,,protein_coding,4802175
LOC4812605,,protein_coding,4812605
LOC26532955,,protein_coding,26532955
LOC26532673,,lncRNA,26532673
LOC4814271,,protein_coding,4814271
LOC4801766,,protein_coding,4801766
LOC6902986,,protein_coding,6902986
LOC4805091,,protein_coding,4805091
LOC117183592,,protein_coding,117183592
LOC117183235,,lncRNA,117183235
LOC4804882,,protein_coding,4804882
LOC4811798,,protein_coding,4811798
LOC4816603,,protein_coding,4816603
LOC4817657,,protein_coding,4817657
LOC6898071,,protein_coding,6898071
LOC117185549,,pseudogene,117185549
LOC4816099,,protein_coding,4816099
LOC6898468,,protein_coding,6898468
LOC4800613,,protein_coding,4800613
LOC6900625,,protein_coding,6900625
LOC26533437,,protein_coding,26533437
LOC6896782,,protein_coding,6896782
LOC4801881,,protein_coding,4801881
LOC4812372,,protein_coding,4812372
LOC4801830,,protein_coding,4801830
LOC6896740,,protein_coding,6896740
LOC6901906,,snoRNA,6901906
LOC4818072,,protein_coding,4818072
LOC4814512,,protein_coding,4814512
LOC26533363,,lncRNA,26533363
LOC4815601,,protein_coding,4815601
LOC4812711,,protein_coding,4812711
LOC117184177,,lncRNA,117184177
LOC6898169,,protein_coding,6898169
LOC4815587,,protein_coding,4815587
LOC6896789,,protein_coding,6896789
LOC117184259,,lncRNA,117184259
LOC26532486,,protein_coding,26532486
LOC26533637,,lncRNA,26533637
LOC26533103,,protein_coding,26533103
LOC26533525,,lncRNA,26533525
LOC4813008,,protein_coding,4813008
LOC4815134,,protein_coding,4815134
LOC4800334,,protein_coding,4800334
LOC6901669,,protein_coding,6901669
LOC6897132,,protein_coding,6897132
LOC6897020,,protein_coding,6897020
LOC4804321,,protein_coding,4804321
LOC6900040,,protein_coding,6900040
LOC4805363,,protein_coding,4805363
LOC6901602,,protein_coding,6901602
LOC6898566,,protein_coding,6898566
LOC26533550,,lncRNA,26533550
LOC4815922,,protein_coding,4815922
LOC6897888,,protein_coding,6897888
LOC6902261,,protein_coding,6902261
LOC4817379,,protein_coding,4817379
LOC4817981,,protein_coding,4817981
LOC6896959,,protein_coding,6896959
LOC4801396,,protein_coding,4801396
LOC4800374,,protein_coding,4800374
LOC4802451,,protein_coding,4802451
LOC6900143,,protein_coding,6900143
LOC4817485,,protein_coding,4817485
LOC117184506,,protein_coding,117184506
LOC4803027,,protein_coding,4803027
LOC6898036,,protein_coding,6898036
LOC117185016,,lncRNA,117185016
LOC4812500,,protein_coding,4812500
LOC4812630,,protein_coding,4812630
LOC4801033,,protein_coding,4801033
LOC4801050,,protein_coding,4801050
LOC4816101,,protein_coding,4816101
LOC6902354,,protein_coding,6902354
LOC4815517,,protein_coding,4815517
LOC6900733,,protein_coding,6900733
LOC4813749,,protein_coding,4813749
LOC26533298,,protein_coding,26533298
LOC4803803,,protein_coding,4803803
LOC4805111,,protein_coding,4805111
LOC6901162,,protein_coding,6901162
LOC4813650,,protein_coding,4813650
LOC117185596,,protein_coding,117185596
LOC26532139,,protein_coding,26532139
LOC4816379,,protein_coding,4816379
LOC4813561,,protein_coding,4813561
LOC6899819,,protein_coding,6899819
LOC6901184,,protein_coding,6901184
LOC4801178,,protein_coding,4801178
LOC4816195,,protein_coding,4816195
LOC117185449,,rRNA,117185449
LOC6903199,,protein_coding,6903199
LOC4817008,,protein_coding,4817008
LOC6899401,,protein_coding,6899401
LOC117183907,,lncRNA,117183907
LOC6900502,,protein_coding,6900502
LOC117183737,,lncRNA,117183737
LOC4801355,,protein_coding,4801355
LOC4816460,,protein_coding,4816460
LOC6897278,,protein_coding,6897278
LOC4814586,,protein_coding,4814586
LOC4801893,,protein_coding,4801893
LOC4817854,,protein_coding,4817854
LOC4812478,,protein_coding,4812478
LOC6898220,,protein_coding,6898220
LOC26533374,,protein_coding,26533374
LOC4814238,,protein_coding,4814238
LOC4812249,,protein_coding,4812249
LOC26532569,,lncRNA,26532569
LOC4815216,,protein_coding,4815216
LOC6900452,,protein_coding,6900452
LOC4812417,,protein_coding,4812417
LOC6901509,,protein_coding,6901509
LOC4804037,,protein_coding,4804037
LOC4817837,,protein_coding,4817837
LOC4816395,,protein_coding,4816395
LOC26533417,,protein_coding,26533417
LOC4813047,,protein_coding,4813047
LOC6898802,,protein_coding,6898802
LOC4805410,,protein_coding,4805410
LOC4804266,,protein_coding,4804266
LOC6900340,,protein_coding,6900340
LOC4802475,,protein_coding,4802475
LOC26533288,,protein_coding,26533288
LOC4803396,,protein_coding,4803396
LOC6897571,,protein_coding,6897571
LOC4815870,,protein_coding,4815870
LOC6903002,,protein_coding,6903002
LOC6901317,,protein_coding,6901317
LOC4800763,,protein_coding,4800763
LOC117184072,,protein_coding,117184072
LOC4801680,,protein_coding,4801680
LOC117183364,,lncRNA,117183364
LOC117185285,,pseudogene,117185285
LOC4802282,,protein_coding,4802282
LOC6896667,,protein_coding,6896667
LOC117185129,,lncRNA,117185129
LOC4815049,,protein_coding,4815049
LOC6902221,,protein_coding,6902221
LOC26534107,,lncRNA,26534107
LOC4813519,,protein_coding,4813519
LOC26532302,,protein_coding,26532302
LOC6896986,,protein_coding,6896986
LOC6902815,,protein_coding,6902815
LOC6901809,,protein_coding,6901809
LOC4814804,,protein_coding,4814804
LOC117185605,,protein_coding,117185605
LOC4812689,,protein_coding,4812689
LOC117183673,,protein_coding,117183673
LOC117184911,,lncRNA,117184911
LOC4814749,,protein_coding,4814749
LOC4800280,,protein_coding,4800280
LOC117184381,,lncRNA,117184381
LOC4801580,,protein_coding,4801580
LOC6901647,,lncRNA,6901647
LOC117185153,,lncRNA,117185153
LOC6899974,,protein_coding,6899974
LOC6897035,,protein_coding,6897035
LOC26533822,,lncRNA,26533822
LOC4802376,,protein_coding,4802376
LOC4812227,,protein_coding,4812227
LOC4804528,,protein_coding,4804528
LOC4816394,,protein_coding,4816394
LOC4801340,,protein_coding,4801340
LOC4812020,,protein_coding,4812020
LOC4816883,,protein_coding,4816883
LOC4815726,,protein_coding,4815726
LOC4816177,,protein_coding,4816177
LOC6900324,,protein_coding,6900324
LOC4814813,,protein_coding,4814813
LOC26532631,,protein_coding,26532631
LOC4816114,,protein_coding,4816114
LOC4817929,,protein_coding,4817929
LOC6903676,,protein_coding,6903676
LOC6898039,,protein_coding,6898039
LOC4814124,,protein_coding,4814124
LOC6898763,,protein_coding,6898763
LOC4802312,,protein_coding,4802312
LOC117183175,,protein_coding,117183175
LOC4815020,,protein_coding,4815020
LOC4802726,,protein_coding,4802726
LOC6901700,,protein_coding,6901700
LOC6897525,,protein_coding,6897525
LOC4805347,,protein_coding,4805347
LOC4803150,,protein_coding,4803150
LOC26532432,,lncRNA,26532432
LOC6897608,,protein_coding,6897608
LOC4814848,,protein_coding,4814848
LOC4817318,,protein_coding,4817318
LOC4803226,,protein_coding,4803226
LOC4816410,,protein_coding,4816410
LOC4804642,,protein_coding,4804642
LOC4803562,,protein_coding,4803562
LOC26532929,,lncRNA,26532929
LOC6899161,,protein_coding,6899161
LOC4816687,,protein_coding,4816687
LOC6902867,,protein_coding,6902867
LOC4813499,,protein_coding,4813499
LOC6903498,,protein_coding,6903498
LOC117185275,,rRNA,117185275
LOC4803999,,protein_coding,4803999
LOC4802699,,protein_coding,4802699
LOC6897705,,protein_coding,6897705
LOC6897853,,protein_coding,6897853
LOC117183229,,protein_coding,117183229
LOC6903926,,protein_coding,6903926
LOC4805362,,protein_coding,4805362
LOC4813343,,protein_coding,4813343
LOC117183409,,protein_coding,117183409
LOC117184366,,protein_coding,117184366
LOC4800636,,protein_coding,4800636
LOC4803474,,protein_coding,4803474
LOC4811790,,protein_coding,4811790
LOC4805132,,protein_coding,4805132
LOC6897578,,protein_coding,6897578
LOC117183479,Trnas-aga,tRNA,117183479
LOC117183278,,lncRNA,117183278
LOC4800270,,protein_coding,4800270
LOC117184073,,protein_coding,117184073
LOC26533745,,lncRNA,26533745
LOC117185064,,lncRNA,117185064
LOC4811687,,protein_coding,4811687
LOC4816592,,protein_coding,4816592
LOC26533465,,lncRNA,26533465
LOC4813021,,protein_coding,4813021
LOC117183843,Trnai-aau-9,tRNA,117183843
LOC26532467,,protein_coding,26532467
LOC4805590,,protein_coding,4805590
LOC4800898,,protein_coding,4800898
LOC4804600,,protein_coding,4804600
LOC6898638,,protein_coding,6898638
LOC6898942,,protein_coding,6898942
LOC4812150,,protein_coding,4812150
LOC4801433,,protein_coding,4801433
LOC4817441,,protein_coding,4817441
LOC4817520,,protein_coding,4817520
LOC26532881,,lncRNA,26532881
LOC6899962,,protein_coding,6899962
LOC4811732,,protein_coding,4811732
LOC6898067,,protein_coding,6898067
LOC6903140,,protein_coding,6903140
LOC4803627,,protein_coding,4803627
LOC6903008,,protein_coding,6903008
LOC6903247,,protein_coding,6903247
LOC4815208,,protein_coding,4815208
LOC26532508,,protein_coding,26532508
LOC6899057,,protein_coding,6899057
LOC4805207,,protein_coding,4805207
LOC4802052,,protein_coding,4802052
LOC13036525,,protein_coding,13036525
LOC6902673,,protein_coding,6902673
LOC4815793,,protein_coding,4815793
LOC6898187,,protein_coding,6898187
LOC4802513,,protein_coding,4802513
LOC4802576,,protein_coding,4802576
LOC4804955,,protein_coding,4804955
LOC6901580,,protein_coding,6901580
LOC26532110,,lncRNA,26532110
LOC4814427,,protein_coding,4814427
LOC4812675,,protein_coding,4812675
LOC4813927,,protein_coding,4813927
LOC4814053,,protein_coding,4814053
LOC4814805,,protein_coding,4814805
LOC4814721,,protein_coding,4814721
LOC117183427,Trnap-ugg-2,tRNA,117183427
LOC4814564,,protein_coding,4814564
LOC4817185,,protein_coding,4817185
LOC6900206,,protein_coding,6900206
LOC4803649,,protein_coding,4803649
LOC4816385,,protein_coding,4816385
LOC4802567,,protein_coding,4802567
LOC4816348,,protein_coding,4816348
LOC117184063,,lncRNA,117184063
LOC4812861,,protein_coding,4812861
LOC4800646,,protein_coding,4800646
LOC117185370,Trnag-ucc-6,tRNA,117185370
LOC4813813,,protein_coding,4813813
LOC4802094,,protein_coding,4802094
LOC4814191,,protein_coding,4814191
LOC4804298,,protein_coding,4804298
LOC4812710,,protein_coding,4812710
LOC4803200,,protein_coding,4803200
LOC4800635,,protein_coding,4800635
LOC4812481,,protein_coding,4812481
LOC4803918,,protein_coding,4803918
LOC117185251,,pseudogene,117185251
LOC4811824,,protein_coding,4811824
LOC4801480,,protein_coding,4801480
LOC6901007,,protein_coding,6901007
LOC4812655,,protein_coding,4812655
LOC4801147,,protein_coding,4801147
LOC6901110,,protein_coding,6901110
LOC4816545,,protein_coding,4816545
LOC4816182,,protein_coding,4816182
LOC6902114,,protein_coding,6902114
LOC4802199,,protein_coding,4802199
LOC6898238,,protein_coding,6898238
LOC4801534,,protein_coding,4801534
LOC6898244,,protein_coding,6898244
LOC4800462,,protein_coding,4800462
LOC4800575,,protein_coding,4800575
LOC6900689,,protein_coding,6900689
LOC4815649,,protein_coding,4815649
LOC4817727,,protein_coding,4817727
LOC117184254,,lncRNA,117184254
LOC4812784,,protein_coding,4812784
LOC4803617,,protein_coding,4803617
LOC4801376,,protein_coding,4801376
LOC4817395,,protein_coding,4817395
LOC26534334,,lncRNA,26534334
LOC4802087,,protein_coding,4802087
LOC4801405,,protein_coding,4801405
LOC4813216,,protein_coding,4813216
LOC4802430,,protein_coding,4802430
LOC4817455,,protein_coding,4817455
LOC4815864,,protein_coding,4815864
LOC117185094,,lncRNA,117185094
LOC6902796,,protein_coding,6902796
LOC6901566,,protein_coding,6901566
LOC4803566,,protein_coding,4803566
LOC4802363,,protein_coding,4802363
LOC4802964,,protein_coding,4802964
LOC4803153,,protein_coding,4803153
LOC6898502,,protein_coding,6898502
LOC4800884,,protein_coding,4800884
LOC117184255,,protein_coding,117184255
LOC4800759,,protein_coding,4800759
LOC4814589,,protein_coding,4814589
LOC4814210,,protein_coding,4814210
LOC4811892,,protein_coding,4811892
LOC6896966,,protein_coding,6896966
LOC4815137,,protein_coding,4815137
LOC4802551,,protein_coding,4802551
LOC117184859,,lncRNA,117184859
LOC4812626,,protein_coding,4812626
LOC4814091,,protein_coding,4814091
LOC4815019,,protein_coding,4815019
LOC4812782,,protein_coding,4812782
LOC4816936,,protein_coding,4816936
LOC4804027,,protein_coding,4804027
LOC4817480,,protein_coding,4817480
LOC6900366,,protein_coding,6900366
LOC26534045,,lncRNA,26534045
LOC4801342,,protein_coding,4801342
LOC4804123,,protein_coding,4804123
LOC4814741,,protein_coding,4814741
